instances,Frac_Neg_Body,Frac_Pos_Body,Frac_Unary_Rules,Frac_Binary_Rules,Frac_Ternary_Rules,Frac_Integrity_Rules,Tight,Problem_Variables,Free_Problem_Variables,Assigned_Problem_Variables,Constraints,Constraints/Vars,Created_Bodies,Program_Atoms,SCCS,Nodes_in_Positive_BADG,Rules,Normal_Rules,Cardinality_Rules,Choice_Rules,Weight_Rules,Frac_Normal_Rules,Frac_Cardinality_Rules,Frac_Choice_Rules,Frac_Weight_Rules,Equivalences,Atom-Atom_Equivalences,Body-Body_Equivalences,Other_Equivalences,Frac_Atom-Atom_Equivalences,Frac_Body-Body_Equivalences,Frac_Other_Equivalences,Binary_Constraints,Ternary_Constraints,Other_Constraints,Frac_Binary_Constraints,Frac_Ternary_Constraints,Frac_Other_Constraints
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/13-treeWeight-581-10leaves.asp.ground,0.0001,0.9655,0.0001,0.0012,0.9622,0.0027,1.0,767599.0,765577.0,2022.0,3069267.0,3.9985,761270.0,7198.0,0.0,0.0,761766.0,761706.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1600.0,158.0,20.0,1422.0,0.0988,0.0125,0.8888,2301769.0,733064.0,34434.0,0.7499,0.2388,0.0112
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/14-treeWeight-835-10leaves.asp.ground,0.0001,0.9748,0.0001,0.0011,0.9718,0.0022,1.0,913112.0,911090.0,2022.0,3647323.0,3.9944,906644.0,7407.0,0.0,0.0,907209.0,907149.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1760.0,138.0,20.0,1602.0,0.0784,0.0114,0.9102,2734312.0,881816.0,31195.0,0.7497,0.2418,0.0086
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/16-treeWeight-522-10leaves.asp.ground,0.0001,0.9622,0.0001,0.0012,0.9587,0.0027,1.0,744384.0,742362.0,2022.0,2978147.0,4.0008,738056.0,7184.0,0.0,0.0,738548.0,738488.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1582.0,150.0,20.0,1412.0,0.0948,0.0126,0.8925,2233864.0,708138.0,36145.0,0.7501,0.2378,0.0121
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/18-treeWeight-703-10leaves.asp.ground,0.0001,0.9616,0.0001,0.0011,0.958,0.0031,1.0,657451.0,655429.0,2022.0,2628610.0,3.9982,651449.0,6865.0,0.0,0.0,651858.0,651798.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1593.0,153.0,20.0,1420.0,0.096,0.0126,0.8914,1971260.0,624570.0,32780.0,0.7499,0.2376,0.0125
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/19-treeWeight-440-10leaves.asp.ground,0.0002,0.9499,0.0002,0.0013,0.945,0.0043,1.0,471964.0,469942.0,2022.0,1887736.0,3.9997,466754.0,5884.0,0.0,0.0,467123.0,467063.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1240.0,128.0,20.0,1092.0,0.1032,0.0161,0.8806,1415873.0,441506.0,30357.0,0.75,0.2339,0.0161
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/20-treeWeight-689-10leaves.asp.ground,0.0001,0.9687,0.0001,0.0011,0.9658,0.0021,1.0,956250.0,954228.0,2022.0,3824561.0,3.9995,949029.0,8121.0,0.0,0.0,949605.0,949545.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1680.0,140.0,20.0,1520.0,0.0833,0.0119,0.9048,2868412.0,917266.0,38883.0,0.75,0.2398,0.0102
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/21-treeWeight-588-10leaves.asp.ground,0.0001,0.9669,0.0001,0.0012,0.9635,0.0026,1.0,769906.0,767884.0,2022.0,3077788.0,3.9976,763663.0,7089.0,0.0,0.0,764177.0,764117.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1569.0,143.0,20.0,1406.0,0.0911,0.0127,0.8961,2307983.0,736492.0,33313.0,0.7499,0.2393,0.0108
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/22-treeWeight-671-10leaves.asp.ground,0.0001,0.9621,0.0001,0.001,0.9585,0.0031,1.0,668587.0,666565.0,2022.0,2672924.0,3.9979,662427.0,6928.0,0.0,0.0,662821.0,662761.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1411.0,145.0,20.0,1246.0,0.1028,0.0142,0.8831,2004438.0,635504.0,32982.0,0.7499,0.2378,0.0123
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/23-treeWeight-542-10leaves.asp.ground,0.0001,0.9725,0.0001,0.0012,0.9695,0.0021,1.0,947585.0,945563.0,2022.0,3787880.0,3.9974,941018.0,7499.0,0.0,0.0,941635.0,941575.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1742.0,142.0,20.0,1580.0,0.0815,0.0115,0.907,2840396.0,913027.0,34457.0,0.7499,0.241,0.0091
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/25-treeWeight-659-10leaves.asp.ground,0.0001,0.9687,0.0001,0.0012,0.9655,0.0024,1.0,849209.0,847187.0,2022.0,3394929.0,3.9978,842629.0,7501.0,0.0,0.0,843177.0,843117.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1706.0,156.0,20.0,1530.0,0.0914,0.0117,0.8968,2545821.0,814285.0,34823.0,0.7499,0.2399,0.0103
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/27-treeWeight-616-10leaves.asp.ground,0.0001,0.9663,0.0001,0.0011,0.9626,0.003,1.0,673435.0,671413.0,2022.0,2690825.0,3.9957,667635.0,6531.0,0.0,0.0,668062.0,668002.0,40.0,20.0,0.0,0.9999,0.0001,0.0,0.0,1336.0,146.0,20.0,1170.0,0.1093,0.015,0.8757,2017491.0,643200.0,30134.0,0.7498,0.239,0.0112
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/28-treeWeight-746-10leaves.asp.ground,0.0001,0.9678,0.0001,0.001,0.9652,0.0019,1.0,1056525.0,1054503.0,2022.0,4227770.0,4.0016,1048679.0,8835.0,0.0,0.0,1049229.0,1049169.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1835.0,163.0,20.0,1652.0,0.0888,0.0109,0.9003,3171346.0,1012900.0,43524.0,0.7501,0.2396,0.0103
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/10leaves/opt/30-treeWeight-674-10leaves.asp.ground,0.0001,0.971,0.0001,0.0011,0.9684,0.0018,1.0,1126708.0,1124686.0,2022.0,4507174.0,4.0003,1118954.0,8817.0,0.0,0.0,1119595.0,1119535.0,40.0,20.0,0.0,0.9999,0.0,0.0,0.0,1995.0,151.0,20.0,1824.0,0.0757,0.01,0.9143,3380567.0,1084469.0,42138.0,0.75,0.2406,0.0093
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/01-treeWeight-90-10leaves.asp.ground,0.0031,0.8289,0.0028,0.0051,0.7673,0.0678,1.0,30730.0,28708.0,2022.0,117735.0,3.8313,29662.0,1398.0,0.0,0.0,29810.0,29750.0,40.0,20.0,0.0,0.998,0.0013,0.0007,0.0,577.0,103.0,20.0,454.0,0.1785,0.0347,0.7868,87106.0,22852.0,7777.0,0.7398,0.1941,0.0661
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/02-treeWeight-82-10leaves.asp.ground,0.0027,0.8521,0.0024,0.0055,0.7982,0.0582,1.0,35672.0,33650.0,2022.0,137362.0,3.8507,34568.0,1464.0,0.0,0.0,34734.0,34674.0,40.0,20.0,0.0,0.9983,0.0012,0.0006,0.0,636.0,104.0,20.0,512.0,0.1635,0.0314,0.805,101791.0,27721.0,7850.0,0.741,0.2018,0.0571
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/03-treeWeight-54-10leaves.asp.ground,0.0046,0.803,0.0041,0.0065,0.713,0.0996,1.0,20995.0,18973.0,2022.0,78483.0,3.7382,20170.0,1126.0,0.0,0.0,20308.0,20248.0,40.0,20.0,0.0,0.997,0.002,0.001,0.0,519.0,103.0,20.0,396.0,0.1985,0.0385,0.763,57589.0,14468.0,6426.0,0.7338,0.1843,0.0819
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/04-treeWeight-91-10leaves.asp.ground,0.0028,0.8419,0.0025,0.0052,0.7855,0.0614,1.0,33889.0,31867.0,2022.0,130306.0,3.8451,32773.0,1453.0,0.0,0.0,32930.0,32870.0,40.0,20.0,0.0,0.9982,0.0012,0.0006,0.0,590.0,104.0,20.0,466.0,0.1763,0.0339,0.7898,96518.0,25858.0,7930.0,0.7407,0.1984,0.0609
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/05-treeWeight-58-10leaves.asp.ground,0.0045,0.8142,0.004,0.0067,0.7257,0.0978,1.0,21346.0,19324.0,2022.0,79767.0,3.7369,20543.0,1124.0,0.0,0.0,20685.0,20625.0,40.0,20.0,0.0,0.9971,0.0019,0.001,0.0,561.0,101.0,20.0,440.0,0.18,0.0357,0.7843,58522.0,14981.0,6264.0,0.7337,0.1878,0.0785
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/08-treeWeight-92-10leaves.asp.ground,0.0031,0.8296,0.0027,0.0051,0.769,0.0669,1.0,31144.0,29122.0,2022.0,119421.0,3.8345,30074.0,1406.0,0.0,0.0,30223.0,30163.0,40.0,20.0,0.0,0.998,0.0013,0.0007,0.0,590.0,102.0,20.0,468.0,0.1729,0.0339,0.7932,88378.0,23237.0,7806.0,0.7401,0.1946,0.0654
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/09-treeWeight-68-10leaves.asp.ground,0.0037,0.8349,0.0033,0.0063,0.7611,0.081,1.0,25728.0,23706.0,2022.0,97221.0,3.7788,24814.0,1228.0,0.0,0.0,24966.0,24906.0,40.0,20.0,0.0,0.9976,0.0016,0.0008,0.0,548.0,100.0,20.0,428.0,0.1825,0.0365,0.781,71594.0,18996.0,6631.0,0.7364,0.1954,0.0682
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/12-treeWeight-63-10leaves.asp.ground,0.004,0.8249,0.0036,0.0064,0.7456,0.0871,1.0,23962.0,21940.0,2022.0,90224.0,3.7653,23081.0,1190.0,0.0,0.0,23228.0,23168.0,40.0,20.0,0.0,0.9974,0.0017,0.0009,0.0,537.0,101.0,20.0,416.0,0.1881,0.0372,0.7747,66363.0,17304.0,6557.0,0.7355,0.1918,0.0727
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/14-treeWeight-85-10leaves.asp.ground,0.0027,0.8559,0.0024,0.0057,0.8009,0.0593,1.0,35015.0,32993.0,2022.0,134541.0,3.8424,33921.0,1449.0,0.0,0.0,34089.0,34029.0,40.0,20.0,0.0,0.9982,0.0012,0.0006,0.0,627.0,103.0,20.0,504.0,0.1643,0.0319,0.8038,99627.0,27302.0,7612.0,0.7405,0.2029,0.0566
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/15-treeWeight-64-10leaves.asp.ground,0.0038,0.8244,0.0034,0.0062,0.7478,0.0833,1.0,25024.0,23002.0,2022.0,94589.0,3.7799,24114.0,1223.0,0.0,0.0,24262.0,24202.0,40.0,20.0,0.0,0.9975,0.0016,0.0008,0.0,546.0,100.0,20.0,426.0,0.1832,0.0366,0.7802,69666.0,18141.0,6782.0,0.7365,0.1918,0.0717
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/17-treeWeight-53-10leaves.asp.ground,0.0047,0.7983,0.0042,0.0066,0.708,0.1015,1.0,20593.0,18571.0,2022.0,76902.0,3.7344,19782.0,1119.0,0.0,0.0,19919.0,19859.0,40.0,20.0,0.0,0.997,0.002,0.001,0.0,533.0,103.0,20.0,410.0,0.1932,0.0375,0.7692,56410.0,14083.0,6409.0,0.7335,0.1831,0.0833
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/20-treeWeight-73-10leaves.asp.ground,0.0038,0.8278,0.0034,0.0061,0.7544,0.0817,1.0,25527.0,23505.0,2022.0,96511.0,3.7807,24601.0,1239.0,0.0,0.0,24749.0,24689.0,40.0,20.0,0.0,0.9976,0.0016,0.0008,0.0,545.0,101.0,20.0,424.0,0.1853,0.0367,0.778,71085.0,18662.0,6764.0,0.7365,0.1934,0.0701
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/22-treeWeight-84-10leaves.asp.ground,0.0028,0.8568,0.0025,0.0058,0.7988,0.062,1.0,33518.0,31496.0,2022.0,128464.0,3.8327,32470.0,1414.0,0.0,0.0,32637.0,32577.0,40.0,20.0,0.0,0.9982,0.0012,0.0006,0.0,650.0,102.0,20.0,528.0,0.1569,0.0308,0.8123,95047.0,26050.0,7367.0,0.7399,0.2028,0.0573
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/23-treeWeight-74-10leaves.asp.ground,0.0031,0.8385,0.0027,0.0057,0.7779,0.0665,1.0,31262.0,29240.0,2022.0,119754.0,3.8307,30243.0,1376.0,0.0,0.0,30401.0,30341.0,40.0,20.0,0.0,0.998,0.0013,0.0007,0.0,630.0,104.0,20.0,506.0,0.1651,0.0317,0.8032,88593.0,23627.0,7534.0,0.7398,0.1973,0.0629
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/27-treeWeight-109-10leaves.asp.ground,0.0029,0.8404,0.0026,0.0044,0.7826,0.0635,1.0,32826.0,30804.0,2022.0,125957.0,3.8371,31698.0,1448.0,0.0,0.0,31840.0,31780.0,40.0,20.0,0.0,0.9981,0.0013,0.0006,0.0,557.0,103.0,20.0,434.0,0.1849,0.0359,0.7792,93232.0,24896.0,7829.0,0.7402,0.1977,0.0622
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/hard/28-treeWeight-81-10leaves.asp.ground,0.0034,0.8639,0.0031,0.0067,0.7945,0.0745,1.0,27902.0,25880.0,2022.0,105421.0,3.7783,26975.0,1260.0,0.0,0.0,27140.0,27080.0,40.0,20.0,0.0,0.9978,0.0015,0.0007,0.0,587.0,99.0,20.0,468.0,0.1687,0.0341,0.7973,77620.0,21544.0,6257.0,0.7363,0.2044,0.0594
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/03-treeWeight-48-10leaves.asp.ground,0.0053,0.7888,0.0047,0.0068,0.6861,0.1144,1.0,18305.0,16283.0,2022.0,67679.0,3.6973,17548.0,1051.0,0.0,0.0,17680.0,17620.0,40.0,20.0,0.0,0.9966,0.0023,0.0011,0.0,505.0,103.0,20.0,382.0,0.204,0.0396,0.7564,49475.0,12118.0,6086.0,0.731,0.1791,0.0899
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/04-treeWeight-85-10leaves.asp.ground,0.0031,0.8313,0.0028,0.0053,0.77,0.0672,1.0,31008.0,28986.0,2022.0,118828.0,3.8322,29944.0,1395.0,0.0,0.0,30095.0,30035.0,40.0,20.0,0.0,0.998,0.0013,0.0007,0.0,578.0,104.0,20.0,454.0,0.1799,0.0346,0.7855,87921.0,23160.0,7747.0,0.7399,0.1949,0.0652
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/06-treeWeight-76-10leaves.asp.ground,0.0032,0.8472,0.0029,0.0061,0.7828,0.07,1.0,29748.0,27726.0,2022.0,113289.0,3.8083,28740.0,1328.0,0.0,0.0,28900.0,28840.0,40.0,20.0,0.0,0.9979,0.0014,0.0007,0.0,558.0,102.0,20.0,436.0,0.1828,0.0358,0.7814,83642.0,22626.0,7021.0,0.7383,0.1997,0.062
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/08-treeWeight-86-10leaves.asp.ground,0.0034,0.8175,0.003,0.0051,0.7515,0.0733,1.0,28455.0,26433.0,2022.0,108712.0,3.8205,27433.0,1349.0,0.0,0.0,27576.0,27516.0,40.0,20.0,0.0,0.9978,0.0015,0.0007,0.0,572.0,102.0,20.0,450.0,0.1783,0.035,0.7867,80358.0,20720.0,7634.0,0.7392,0.1906,0.0702
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/14-treeWeight-79-10leaves.asp.ground,0.003,0.8463,0.0027,0.0058,0.7867,0.0647,1.0,32135.0,30113.0,2022.0,123076.0,3.83,31089.0,1393.0,0.0,0.0,31251.0,31191.0,40.0,20.0,0.0,0.9981,0.0013,0.0006,0.0,611.0,103.0,20.0,488.0,0.1686,0.0327,0.7987,91042.0,24585.0,7449.0,0.7397,0.1998,0.0605
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/18-treeWeight-101-10leaves.asp.ground,0.0022,0.8796,0.0019,0.0053,0.8354,0.0469,1.0,44134.0,42112.0,2022.0,170811.0,3.8703,42899.0,1605.0,0.0,0.0,43084.0,43024.0,40.0,20.0,0.0,0.9986,0.0009,0.0005,0.0,655.0,105.0,20.0,530.0,0.1603,0.0305,0.8092,126778.0,35988.0,8045.0,0.7422,0.2107,0.0471
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/20-treeWeight-67-10leaves.asp.ground,0.0041,0.8142,0.0037,0.0062,0.7338,0.09,1.0,23194.0,21172.0,2022.0,87252.0,3.7618,22316.0,1185.0,0.0,0.0,22458.0,22398.0,40.0,20.0,0.0,0.9973,0.0018,0.0009,0.0,533.0,101.0,20.0,412.0,0.1895,0.0375,0.773,64159.0,16471.0,6622.0,0.7353,0.1888,0.0759
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/22-treeWeight-78-10leaves.asp.ground,0.0031,0.8466,0.0028,0.0059,0.7839,0.0674,1.0,30836.0,28814.0,2022.0,117817.0,3.8208,29832.0,1360.0,0.0,0.0,29993.0,29933.0,40.0,20.0,0.0,0.998,0.0013,0.0007,0.0,630.0,102.0,20.0,508.0,0.1619,0.0317,0.8063,87082.0,23491.0,7244.0,0.7391,0.1994,0.0615
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/23-treeWeight-68-10leaves.asp.ground,0.0034,0.8276,0.003,0.0059,0.7608,0.0738,1.0,28201.0,26179.0,2022.0,107513.0,3.8124,27239.0,1311.0,0.0,0.0,27391.0,27331.0,40.0,20.0,0.0,0.9978,0.0015,0.0007,0.0,614.0,104.0,20.0,490.0,0.1694,0.0326,0.798,79413.0,20816.0,7284.0,0.7386,0.1936,0.0677
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/26-treeWeight-91-10leaves.asp.ground,0.0037,0.8092,0.0033,0.0048,0.7377,0.081,1.0,25824.0,23802.0,2022.0,98068.0,3.7976,24843.0,1295.0,0.0,0.0,24974.0,24914.0,40.0,20.0,0.0,0.9976,0.0016,0.0008,0.0,545.0,103.0,20.0,422.0,0.189,0.0367,0.7743,72345.0,18424.0,7299.0,0.7377,0.1879,0.0744
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/27-treeWeight-103-10leaves.asp.ground,0.0031,0.8288,0.0028,0.0044,0.7668,0.0685,1.0,30486.0,28464.0,2022.0,116699.0,3.828,29394.0,1406.0,0.0,0.0,29530.0,29470.0,40.0,20.0,0.0,0.998,0.0014,0.0007,0.0,545.0,103.0,20.0,422.0,0.189,0.0367,0.7743,86314.0,22622.0,7763.0,0.7396,0.1938,0.0665
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/28-treeWeight-75-10leaves.asp.ground,0.0037,0.854,0.0033,0.0068,0.78,0.0799,1.0,26033.0,24011.0,2022.0,98053.0,3.7665,25136.0,1224.0,0.0,0.0,25295.0,25235.0,40.0,20.0,0.0,0.9976,0.0016,0.0008,0.0,575.0,99.0,20.0,456.0,0.1722,0.0348,0.793,72121.0,19711.0,6221.0,0.7355,0.201,0.0634
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/29-treeWeight-91-10leaves.asp.ground,0.0024,0.8625,0.0022,0.0054,0.8131,0.0527,1.0,39365.0,37343.0,2022.0,152017.0,3.8617,38177.0,1541.0,0.0,0.0,38351.0,38291.0,40.0,20.0,0.0,0.9984,0.001,0.0005,0.0,622.0,104.0,20.0,498.0,0.1672,0.0322,0.8006,112753.0,31176.0,8088.0,0.7417,0.2051,0.0532
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/unsat/30-treeWeight-103-10leaves.asp.ground,0.0051,0.8104,0.0046,0.0051,0.7121,0.1114,1.0,18812.0,16790.0,2022.0,69371.0,3.6876,18029.0,1069.0,0.0,0.0,18150.0,18090.0,40.0,20.0,0.0,0.9967,0.0022,0.0011,0.0,496.0,96.0,20.0,380.0,0.1935,0.0403,0.7661,50660.0,12912.0,5799.0,0.7303,0.1861,0.0836
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/02-treeWeight-195-10leaves.asp.ground,0.0011,0.9376,0.0009,0.0048,0.9136,0.0231,1.0,88818.0,86796.0,2022.0,348146.0,3.9198,87126.0,2176.0,0.0,0.0,87405.0,87345.0,40.0,20.0,0.0,0.9993,0.0005,0.0002,0.0,884.0,104.0,20.0,760.0,0.1176,0.0226,0.8597,259429.0,79864.0,8853.0,0.7452,0.2294,0.0254
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/03-treeWeight-150-10leaves.asp.ground,0.0015,0.9207,0.0014,0.0054,0.8873,0.0334,1.0,61709.0,59687.0,2022.0,240026.0,3.8896,60277.0,1831.0,0.0,0.0,60511.0,60451.0,40.0,20.0,0.0,0.999,0.0007,0.0003,0.0,715.0,103.0,20.0,592.0,0.1441,0.028,0.828,178418.0,53698.0,7910.0,0.7433,0.2237,0.033
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/11-treeWeight-198-10leaves.asp.ground,0.0011,0.9377,0.001,0.0051,0.9117,0.0248,1.0,82961.0,80939.0,2022.0,324496.0,3.9114,81307.0,2120.0,0.0,0.0,81588.0,81528.0,40.0,20.0,0.0,0.9993,0.0005,0.0002,0.0,848.0,104.0,20.0,724.0,0.1226,0.0236,0.8538,241636.0,74373.0,8487.0,0.7447,0.2292,0.0262
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/12-treeWeight-104-10leaves.asp.ground,0.0024,0.8892,0.0021,0.006,0.8395,0.0522,1.0,39653.0,37631.0,2022.0,152337.0,3.8418,38523.0,1484.0,0.0,0.0,38711.0,38651.0,40.0,20.0,0.0,0.9985,0.001,0.0005,0.0,627.0,101.0,20.0,506.0,0.1611,0.0319,0.807,112785.0,32486.0,7066.0,0.7404,0.2133,0.0464
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/16-treeWeight-116-10leaves.asp.ground,0.0021,0.8905,0.0018,0.0053,0.8483,0.0447,1.0,46282.0,44260.0,2022.0,179151.0,3.8709,45051.0,1617.0,0.0,0.0,45242.0,45182.0,40.0,20.0,0.0,0.9987,0.0009,0.0004,0.0,690.0,102.0,20.0,568.0,0.1478,0.029,0.8232,132970.0,38353.0,7828.0,0.7422,0.2141,0.0437
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/17-treeWeight-161-10leaves.asp.ground,0.0014,0.9257,0.0012,0.0051,0.8959,0.0298,1.0,68993.0,66971.0,2022.0,269114.0,3.9006,67494.0,1933.0,0.0,0.0,67739.0,67679.0,40.0,20.0,0.0,0.9991,0.0006,0.0003,0.0,785.0,103.0,20.0,662.0,0.1312,0.0255,0.8433,200222.0,60676.0,8216.0,0.744,0.2255,0.0305
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/23-treeWeight-163-10leaves.asp.ground,0.0013,0.9261,0.0011,0.0048,0.8985,0.0277,1.0,74320.0,72298.0,2022.0,290616.0,3.9103,72778.0,2008.0,0.0,0.0,73025.0,72965.0,40.0,20.0,0.0,0.9992,0.0005,0.0003,0.0,848.0,104.0,20.0,724.0,0.1226,0.0236,0.8538,216397.0,65594.0,8625.0,0.7446,0.2257,0.0297
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/24-treeWeight-127-10leaves.asp.ground,0.0017,0.8985,0.0015,0.0049,0.8624,0.0376,1.0,54975.0,52953.0,2022.0,213996.0,3.8926,53606.0,1763.0,0.0,0.0,53808.0,53748.0,40.0,20.0,0.0,0.9989,0.0007,0.0004,0.0,703.0,105.0,20.0,578.0,0.1494,0.0284,0.8222,159122.0,46401.0,8473.0,0.7436,0.2168,0.0396
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/25-treeWeight-177-10leaves.asp.ground,0.0012,0.9309,0.0011,0.0049,0.9037,0.0265,1.0,77754.0,75732.0,2022.0,304065.0,3.9106,76142.0,2052.0,0.0,0.0,76401.0,76341.0,40.0,20.0,0.0,0.9992,0.0005,0.0003,0.0,797.0,103.0,20.0,674.0,0.1292,0.0251,0.8457,226412.0,69045.0,8608.0,0.7446,0.2271,0.0283
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/26-treeWeight-171-10leaves.asp.ground,0.0017,0.9134,0.0015,0.005,0.8784,0.0363,1.0,56785.0,54763.0,2022.0,220552.0,3.884,55415.0,1769.0,0.0,0.0,55626.0,55566.0,40.0,20.0,0.0,0.9989,0.0007,0.0004,0.0,715.0,103.0,20.0,592.0,0.1441,0.028,0.828,163868.0,48869.0,7815.0,0.743,0.2216,0.0354
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/27-treeWeight-295-10leaves.asp.ground,0.0009,0.9495,0.0008,0.0051,0.9275,0.0201,1.0,102195.0,100173.0,2022.0,400710.0,3.921,100346.0,2359.0,0.0,0.0,100674.0,100614.0,40.0,20.0,0.0,0.9994,0.0004,0.0002,0.0,937.0,103.0,20.0,814.0,0.1099,0.0213,0.8687,298616.0,93358.0,8736.0,0.7452,0.233,0.0218
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/28-treeWeight-230-10leaves.asp.ground,0.0015,0.9396,0.0014,0.0079,0.904,0.0331,1.0,62297.0,60275.0,2022.0,241027.0,3.869,60862.0,1920.0,0.0,0.0,61176.0,61116.0,40.0,20.0,0.0,0.999,0.0007,0.0003,0.0,891.0,99.0,20.0,772.0,0.1111,0.0224,0.8664,178831.0,55285.0,6911.0,0.742,0.2294,0.0287
instances/asp/data/weighted-sequence/weighted-sequence-last/weighted-sequence/instances/small/easy/30-treeWeight-169-10leaves.asp.ground,0.0027,0.9001,0.0024,0.0065,0.8445,0.0587,1.0,35323.0,33301.0,2022.0,134396.0,3.8048,34267.0,1410.0,0.0,0.0,34454.0,34394.0,40.0,20.0,0.0,0.9983,0.0012,0.0006,0.0,632.0,96.0,20.0,516.0,0.1519,0.0316,0.8165,99174.0,29086.0,6136.0,0.7379,0.2164,0.0457
